companyID,companyAbbreviation,companyName,Industry,companySize,url,date_scrape
228,MEAG,MEAG,"Assetmanagement
Fonds
Institutionelle Kunden
Infrastruktur
Immobilien
Private Equity
Aktien
Renten
and Forst und Agrar","501-1,000 employees",https://www.linkedin.com/company/meag,"2021-03-20 19:04:30"
229,"Russell Investments","Russell Investments","multi-asset solutions
investment management
fiduciary management / investment outsourcing
consulting and investment advice
implementation services
defined benefit
defined contribution
non-profit organizations
financial advisors
and healthcare systems","1,001-5,000 employees",https://www.linkedin.com/company/russell-investments,"2021-03-20 19:05:55"
230,"Neuberger Berman","Neuberger Berman","Investment Management and Asset Management","1,001-5,000 employees",https://www.linkedin.com/company/neuberger-berman,"2021-03-20 19:07:14"
231,"Stifel Financial Corp.","Stifel Financial Corp.","Wealth Management
Equity and Debt Offerings
Investment Banking
Strategic Advisory Services
Equity and Fixed Income Sales
Trading and Research
Private Placements
and Public Finance","5,001-10,000 employees",https://www.linkedin.com/company/stifel-financial-corp-,"2021-03-20 19:08:28"
232,"Nordea Asset Management","Nordea Asset Management",NULL,"501-1,000 employees",https://www.linkedin.com/company/nordea-asset-management,"2021-03-20 19:09:34"
233,PGGM,PGGM,"pensioenadministratie
vermogensbeheer
bestuursadvisering
pensioenbeheer
ALM
asset management
fiduciair management
Investments
duurzaam
and beleggen","1,001-5,000 employees",https://www.linkedin.com/company/pggm,"2021-03-20 19:10:43"
234,"BMO Global Asset Management - Canada","BMO Global Asset Management - Canada",NULL,"501-1,000 employees",https://ca.linkedin.com/company/bmo-global-asset-management-canada,"2021-03-20 19:12:02"
235,"La Banque Postale Asset Management","La Banque Postale Asset Management","Actions thÃ©matiques
Actifs rÃ©els et privÃ©s
Multi-actifs et Performance absolue
and Solutions quantitatives","51-200 employees",https://www.linkedin.com/company/lbpam,"2021-03-20 19:13:13"
236,"Loomis, Sayles & Company","Loomis, Sayles & Company",NULL,"501-1,000 employees",https://www.linkedin.com/company/loomis-sayles-&-company,"2021-03-20 19:14:30"
237,"Apollo Global Management Inc.","Apollo Global Management Inc.","Private Equity
Credit
and Real Assets","1,001-5,000 employees",https://www.linkedin.com/company/apollo-global-management-inc,"2021-03-20 19:15:38"
238,"Baillie Gifford","Baillie Gifford",NULL,"1,001-5,000 employees",https://www.linkedin.com/company/baillie-gifford,"2021-03-20 19:16:53"
239,"New York Life Investments","New York Life Investments",NULL,NULL,https://www.linkedin.com/company/nylinvestments?trk=public_profile_topcard-current-company,"2021-03-20 19:18:27"
240,"Capital Group","Capital Group","Investment Management","5,001-10,000 employees",https://www.linkedin.com/company/capital-group,"2021-03-21 16:27:09"
241,"TwentyFour Asset Management LLP","TwentyFour Asset Management LLP","Fixed Income
Asset Management
Absolute Return
Asset Backed Securities
Investment Management
and Total Return","51-200 employees",https://www.linkedin.com/company/twentyfour-asset-management/,"2021-03-22 14:22:00"
242,"Adrian Lee & Partners","Adrian Lee & Partners",NULL,"11-50 employees",https://www.linkedin.com/company/lee-overlay-partners/,"2021-03-22 14:22:00"
243,"PATRON CAPITAL ADVISERS LLP","PATRON CAPITAL ADVISERS LLP",NULL,NULL,https://www.linkedin.com/company/patron-capital-advisers-llp/,"2021-03-22 14:24:00"
244,"Aktia bank abp","Aktia bank abp",NULL,"11-50 employees",https://www.linkedin.com/company/aktia-bank-abp/,"2021-03-22 14:26:00"
245,CQS,CQS,NULL,"201-500 employees",https://www.linkedin.com/company/cqs/,"2021-03-22 14:32:00"
246,"QS Investors (Acquired by Franklin Templeton)","QS Investors (Acquired by Franklin Templeton)","liquid alternatives
diversification based investing
active equities
asset allocation
customized solutions
and defensive equity income investing","1,001-5,000 employees",https://www.linkedin.com/company/qs-investors-llc/,"2021-03-22 14:32:00"
247,"DJE Kapital AG","DJE Kapital AG","Finance
VermÃ¶gensverwaltung
Fonds
Investmentfonds
online vermÃ¶gensverwaltung
rentenfonds
Mischfonds
Aktienfonds
Inst
Institutioneller Vertrieb
Vertrieb
Publikumsfonds
and Institutionelles Asset Management","51-200 employees",https://www.linkedin.com/company/www-dje-de/,"2021-03-22 14:33:00"
248,"Liontrust Asset Management PLC","Liontrust Asset Management PLC",NULL,"51-200 employees",https://www.linkedin.com/company/liontrust-asset-management/,"2021-03-22 14:33:00"
249,"Capital Dynamics","Capital Dynamics","Private Equity
Clean Energy and Infrastructure
Portfolio and Risk Management
Co-Investment
Secondaries
and Private Credit","51-200 employees",https://www.linkedin.com/company/capital-dynamics/,"2021-03-22 14:34:00"
250,"Frontier Capital Management Co","Frontier Capital Management Co",NULL,"11-50 employees",https://www.linkedin.com/company/frontier-capital-management-co/,"2021-03-22 14:34:00"
251,"RWC Partners","RWC Partners","Asset Management
UCITS III Fund Management
Hedge Fund Management
Institutional Fund Management
Macro
Equity Income
Convertible Bonds
Specialist Value
Long Short Equity
and Emerging Markets","51-200 employees",https://www.linkedin.com/company/rwc/,"2021-03-22 14:35:00"
252,"Highland Capital Management","Highland Capital Management","Senior Secured Bank Loans
Long-Only High Yield Credit
Hedge Funds
CLOs
Distressed Private Equity
Emerging Markets
Long/Short Equities
Natural Resources
Mutual Funds
Real Estate
Private Equity
and Closed-End Funds","51-200 employees",https://www.linkedin.com/company/highland-capital-mgmt/,"2021-03-22 14:36:00"
253,"Hayfin Capital Management LLP","Hayfin Capital Management LLP",NULL,"51-200 employees",https://www.linkedin.com/company/hayfin/,"2021-03-22 14:36:00"
254,"Kairos Partners SGR","Kairos Partners SGR","Asset Management and Wealth Management","51-200 employees",https://www.linkedin.com/company/kairos/,"2021-03-22 14:37:00"
255,"Evli Bank Plc","Evli Bank Plc","asset management
investment banking
corporate finance
mutual funds
personal service
varainhoito
private banking
Alternative investment products
rahastot
and fundmanagement","201-500 employees",https://www.linkedin.com/company/evli-bank-plc/,"2021-03-22 14:37:00"
256,Bankinter,Bankinter,"Banca privada
Servicios Financieros
Broker
and Seguros","5,001-10,000 employees",https://www.linkedin.com/company/bankinter/,"2021-03-22 14:38:00"
257,"GNB GestÃ£o de Ativos","GNB GestÃ£o de Ativos","Investment Management","51-200 employees",https://www.linkedin.com/company/gnb-gestao-de-ativos/,"2021-03-22 14:39:00"
258,"Lupus alpha Asset Management AG","Lupus alpha Asset Management AG","Small & Mid Caps
Alternative Investments
VolatiliÃ¤tskonzepte
Wertsicherungskonzepte
CLO's
Global Convertibles
Fixed Income
Low Beta 
and Risk Premium","51-200 employees",https://www.linkedin.com/company/lupus-alpha/,"2021-03-22 14:39:00"
259,"Alfred Berg","Alfred Berg","asset management
equity funds
fixed income funds
and fundamental strategies","11-50 employees",https://www.linkedin.com/company/alfred-berg/,"2021-03-22 14:40:00"
260,"Siguler Guff & Company","Siguler Guff & Company",NULL,"51-200 employees",https://www.linkedin.com/company/siguler-guff-&-company/,"2021-03-22 14:40:00"
261,"Maple-Brown Abbott","Maple-Brown Abbott",NULL,"51-200 employees",https://www.linkedin.com/company/maple-brown-abbott/,"2021-03-22 14:41:00"
262,"Gateway Investment Advisers","Gateway Investment Advisers","Low-Volatility Equity","11-50 employees",https://www.linkedin.com/company/gateway-investment-advisers-llc/,"2021-03-22 22:41:00"
263,"New York Life Investments","New York Life Investments",NULL,NULL,https://www.linkedin.com/company/nylinvestments?trk=public_profile_topcard-current-company,"2021-03-22 22:44:00"
264,"KBI Global Investors","KBI Global Investors","Natural Resource Strategies
Global Equity Strategies
Multi-asset Strategies
and Emerging Market Equities","51-200 employees",https://www.linkedin.com/company/kbi-global-investors/,"2021-03-22 22:46:00"
265,"DTZ Investors","DTZ Investors","Fund Management
Asset Management
and Indirect Investing","51-200 employees",https://www.linkedin.com/company/dtz-investors/,"2021-03-22 22:47:00"
266,"Veritable, LP","Veritable, LP",NULL,"51-200 employees",https://www.linkedin.com/company/veritable-lp/,"2021-03-22 22:52:00"
267,"Capital Four","Capital Four","Leveraged finance
High Yielding Credit
Non-IG Credit
Investment Management
Asset Management
Private Debt
Structured Credit
and Multi Asset Credit","51-200 employees",https://www.linkedin.com/company/capital-four-management/,"2021-03-22 22:53:00"
268,"Systematica Investments","Systematica Investments",NULL,"51-200 employees",https://www.linkedin.com/company/systematica-investments/,"2021-03-22 22:53:00"
269,"Maj Invest","Maj Invest","asset management
private equity
markets
advisory services
mutual funds
and wealth management","51-200 employees",https://www.linkedin.com/company/maj-invest/,"2021-03-22 22:53:00"
270,"McDonnell Investment Management","McDonnell Investment Management","Fixed Income
Investment Management
and Customized Solutions","51-200 employees",https://www.linkedin.com/company/mcdonnell-investment-management/,"2021-03-22 22:53:00"
271,"HQ Capital","HQ Capital",NULL,"51-200 employees",https://www.linkedin.com/company/hq-capital/,"2021-03-22 22:54:00"
272,Bouwinvest,Bouwinvest,"Real estate
Asset management
Fund management
Institutional Investments
and Separate accounts","51-200 employees",https://www.linkedin.com/company/bouwinvest/,"2021-03-22 22:54:00"
273,"Setanta Asset Management Ltd","Setanta Asset Management Ltd","Asset Management and Investments","11-50 employees",https://www.linkedin.com/company/setanta-asset-management/,"2021-03-22 22:55:00"
274,"Impax Asset Management LLC | Pax World Funds","Impax Asset Management LLC | Pax World Funds","Sustainable Investing
Environmental
Social
and Governance Investing
Fossil Fuel-Free Investing
Women's Equality/Empowerment
Mutual Funds
Separate Accounts
Investing
Impact Investing 
ESG Investing
Sustainability 
gender equality 
and climate change","51-200 employees",https://www.linkedin.com/company/pax-world-funds/,"2021-03-22 22:55:00"
275,"Baring Private Equity Asia","Baring Private Equity Asia","Growth Equity
Leveraged Buyout
Public to Private
Education
and Business Services","51-200 employees",https://www.linkedin.com/company/baring-private-equity-asia/,"2021-03-22 22:55:00"
276,"CAP WEST EQUITIES","CAP WEST EQUITIES",NULL,"2-10 employees",https://www.linkedin.com/company/cap-west-equities/,"2021-03-22 22:56:00"
277,"Tristan Capital Partners","Tristan Capital Partners",NULL,"51-200 employees",https://www.linkedin.com/company/tristan-capital-partners/,"2021-03-22 22:56:00"
278,"Fisch Asset Management","Fisch Asset Management","Wandelanleihen
Unternehmensanleihen
and Absolute Return","51-200 employees",https://www.linkedin.com/company/fisch-asset-management/,"2021-03-22 22:57:00"
279,Mirova,Mirova,"Sustainable Finance
Sustainable Investing
Asset Management
Impact Investing
and ESG Investing","51-200 employees",https://www.linkedin.com/company/mirova/,"2021-03-22 22:57:00"
280,"Mirai Creation Fund/SPARX Group","Mirai Creation Fund/SPARX Group",NULL,"51-200 employees",https://www.linkedin.com/company/mirai-creation-fund/,"2021-03-22 22:57:00"
281,"FinanciÃ¨re de l'Echiquier","FinanciÃ¨re de l'Echiquier","SociÃ©tÃ© de gestion de portefeuilles
Asset management
Finance
Gestion PrivÃ©e
Fonds Actions
Fonds ISR
Fonds diversifiÃ©s
Gestion sous mandat
Stock-picking
Asset Management
Equities
European Equities
Global Equities
Value
Growth
Large Cap
Small Cap
Mid Cap
D","51-200 employees",https://www.linkedin.com/company/financiere-de-l'echiquier/,"2021-03-22 22:58:00"
282,"PYRFORD INTERNATIONAL LIMITED","PYRFORD INTERNATIONAL LIMITED",NULL,NULL,https://www.linkedin.com/company/pyrford-international-limited/,"2021-03-22 22:58:00"
283,"TRILOGY GLOBAL ADVISORS INTERNATIONAL LLP","TRILOGY GLOBAL ADVISORS INTERNATIONAL LLP",NULL,NULL,https://www.linkedin.com/company/trilogy-global-advisors-international-llp/,"2021-03-22 22:59:00"
284,"Edinburgh Partners Limited","Edinburgh Partners Limited","Global Equities
International Equities
European Equities
Emerging Market Equities
EAFE Equities
and Pan European Equities","51-200 employees",https://www.linkedin.com/company/edinburgh-partners-limited/,"2021-03-22 22:59:00"
285,"Access Capital Partners","Access Capital Partners",NULL,"51-200 employees",https://www.linkedin.com/company/access-capital-partners/,"2021-03-22 22:59:00"
286,"Foyston, Gordon & Payne Inc.","Foyston, Gordon & Payne Inc.",NULL,"51-200 employees",https://www.linkedin.com/company/foyston-gordon-&-payne-inc-/,"2021-03-22 23:00:00"
287,"Renta 4","Renta 4","Especialista en Servicios de InversiÃ³n
GestiÃ³n patrimonial
and Especialista en mercados de capitales","201-500 employees",https://www.linkedin.com/company/renta-4/,"2021-03-22 23:00:00"
288,"Sycomore Asset Management","Sycomore Asset Management","European Equities
Long/Short Equities
Emerging Markets
Socially Responsible Investments
and Corporate Bonds","51-200 employees",https://www.linkedin.com/company/sycomore-asset-management/,"2021-03-22 23:00:00"
289,"SKAGEN Funds","SKAGEN Funds","Equity funds are managed with an applied value-based and active investment philosophy with global mandates","51-200 employees",https://www.linkedin.com/company/skagen-as/,"2021-03-22 23:01:00"
290,TOBAM,TOBAM,"Smart Beta
Asset Management
Equities
Credit
Maximum Diversification Indices
Quantitative Research
Bourbaki Spirit
Strategic Beta
Alternative Beta
and Core Investments","51-200 employees",https://www.linkedin.com/company/tobam/,"2021-03-22 23:01:00"
291,"Capital Markets Arion Bank","Capital Markets Arion Bank",NULL,"11-50 employees",https://www.linkedin.com/company/capital-markets-arion-bank/,"2021-03-22 23:02:00"
292,"CenterSquare Investment Management","CenterSquare Investment Management",NULL,"51-200 employees",https://www.linkedin.com/company/centersquare/,"2021-03-22 23:02:00"
293,"March Asset Management","March Asset Management","Asset Management
Global Stock Picking
Euro Short Fixed Income
Asset Allocation
Planes de Pensiones
Fondos de Inversion
Prevision
Gestion de Activos
Ahorro
Tematicos
Renta Variable
and Value Investing","11-50 employees",https://www.linkedin.com/company/march-gestion-sgiic/,"2021-03-22 23:02:00"
294,"Abbott Capital Management, LLC","Abbott Capital Management, LLC","Private Equity Fund Investments
Secondary Investments
US Buyouts
Non-US Buyouts
Venture Capital and Growth Equity
Customized Solutions
Global Programs
Co-Investments
and Special Situations","51-200 employees",https://www.linkedin.com/company/abbott-capital-management-llc/,"2021-03-22 23:03:00"
295,Seeyond,Seeyond,NULL,"11-50 employees",https://www.linkedin.com/company/seeyond/,"2021-03-22 23:03:00"
296,"Securis Investment Partners LLP","Securis Investment Partners LLP","Insurance Linked Securities
ILS
Asset Management
and Hedge Fund","51-200 employees",https://www.linkedin.com/company/securis-investment-partners-llp/,"2021-03-22 23:04:00"
297,"Cromwell Property Group","Cromwell Property Group","Property Funds Management
Property Investment
Asset Management & Enhancement
Project Management
Capital Raising
Investment Sourcing & Structuring
Property Sustainability
and Due Diligence","201-500 employees",https://www.linkedin.com/company/cromwell-property-group/,"2021-03-22 23:04:00"
298,"IPM - Informed Portfolio Management","IPM - Informed Portfolio Management",NULL,"51-200 employees",https://www.linkedin.com/company/ipm---informed-portfolio-management/,"2021-03-22 23:04:00"
299,"Driehaus Capital Management LLC","Driehaus Capital Management LLC",NULL,"51-200 employees",https://www.linkedin.com/company/driehaus-capital-management/,"2021-03-22 23:05:00"
300,"BANKIA PENSIONES SA ENTIDAD GESTORA DE FONDOS DE PENSIONES","BANKIA PENSIONES SA ENTIDAD GESTORA DE FONDOS DE PENSIONES",NULL,"11-50 employees",https://www.linkedin.com/company/bankia-pensiones-sa-entidad-gestora-de-fondos-de-pensiones/,"2021-03-22 23:05:00"
301,"DDJ Capital Management","DDJ Capital Management",NULL,"51-200 employees",https://www.linkedin.com/company/ddj-capital-management/,"2021-03-22 23:05:00"
302,"AlphaSimplex Group","AlphaSimplex Group",NULL,"11-50 employees",https://www.linkedin.com/company/alphasimplex/,"2021-03-22 23:05:00"
303,"VEGA Investment Managers","VEGA Investment Managers",NULL,"51-200 employees",https://www.linkedin.com/company/vega-investment-managers/,"2021-03-22 23:06:00"
304,"Investa Property Group","Investa Property Group","Property Funds Management
Premium Office Leasing
Asset Management
Property Management
Facilities Management
Commerial Property Development
Research
and Sustainability","201-500 employees",https://www.linkedin.com/company/investa-property-group/,"2021-03-22 23:06:00"
305,"Jacobs Levy Equity Management","Jacobs Levy Equity Management",NULL,"51-200 employees",https://www.linkedin.com/company/jacobs-levy-equity-management/,"2021-03-22 23:06:00"
306,"Investors Mutual","Investors Mutual","Investment Management
Australian Equities
bottom-up style
and equity income fund","11-50 employees",https://www.linkedin.com/company/investors-mutual-limited/,"2021-03-22 23:07:00"
307,"River Road Asset Management","River Road Asset Management",NULL,"11-50 employees",https://www.linkedin.com/company/river-road-asset-management/,"2021-03-22 23:07:00"
308,"IBERCAJA PENSION ENTIDAD GESTORA DE FONDOS DE PENSIONES SA","IBERCAJA PENSION ENTIDAD GESTORA DE FONDOS DE PENSIONES SA",NULL,"11-50 employees",https://www.linkedin.com/company/ibercaja-pension-entidad-gestora-de-fondos-de-pensiones-sa/,"2021-03-22 23:07:00"
309,"Unicaja Banco","Unicaja Banco",NULL,"5,001-10,000 employees",https://www.linkedin.com/company/unicajabanco/,"2021-03-22 23:08:00"
310,"FIM Varainhoito Oy","FIM Varainhoito Oy",NULL,"11-50 employees",https://www.linkedin.com/company/fim-varainhoito-oy/,"2021-03-22 23:08:00"
311,"Brookfield Asset Management","Brookfield Asset Management","Asset Management
Real Estate
Infrastructure
Renewable Power
Private Equity
Alternative Assets
and Credit","1,001-5,000 employees",https://www.linkedin.com/company/brookfield-asset-management/,"2021-03-23 09:43:00"
312,Allianz,Allianz,"Insurance
Asset Management
and Financials","10,001+ employees",https://www.linkedin.com/company/allianz/,"2021-03-23 09:43:00"
313,EIG,EIG,NULL,"51-200 employees",https://www.linkedin.com/company/eig-partners/,"2021-03-23 09:44:00"
314,Sydbank,Sydbank,NULL,"1,001-5,000 employees",https://www.linkedin.com/company/sydbank/,"2021-03-23 09:44:00"
315,"Banco PortuguÃªs de GestÃ£o","Banco PortuguÃªs de GestÃ£o",NULL,"51-200 employees",https://www.linkedin.com/company/banco-portugu-s-de-gest-o/,"2021-03-23 09:44:00"
316,"Vaughan Nelson Investment Management","Vaughan Nelson Investment Management",NULL,"11-50 employees",https://www.linkedin.com/company/vaughan-nelson/,"2021-03-23 09:50:00"
317,"ECOFI INVESTISSEMENTS","ECOFI INVESTISSEMENTS",NULL,NULL,https://www.linkedin.com/company/ecofi-investissements/?originalSubdomain=fr,"2021-03-23 09:50:00"
318,SPARX,SPARX,NULL,NULL,https://www.linkedin.com/company/sparxgroup/?originalSubdomain=jp,"2021-03-23 09:50:00"
319,"VTB Capital","VTB Capital","Investment Banking
Investment Management
Brokerage
and Leveraged Finance","1,001-5,000 employees",https://www.linkedin.com/company/vtb-capital/,"2021-03-23 09:50:00"
320,"Arca SGR","Arca SGR","Asset management
Banks
Financial
Gestione del risparmio
Soluzioni di investimento
Fondi comuni
Gestioni patrimoniali
Previdenza complementare
and Fondi Pensione","51-200 employees",https://www.linkedin.com/company/arcafondisgr/,"2021-03-20 21:07:00"
321,"Shinhan Bank","Shinhan Bank","Banking
Financial Services
Wealth Management
Corporate Banking
Personal Banking
International Finance
Foreign Direct Investment
and Investment Banking","10,001+ employees",https://www.linkedin.com/company/shinhan-bank/,"2021-03-20 21:08:00"
322,"Artemis Investment Management","Artemis Investment Management","Investment management
Fund management
Unit trusts
Venture capital trusts
Investment trusts
and OEICs","201-500 employees",https://www.linkedin.com/company/artemis-investment-management/,"2021-03-20 21:09:00"
323,"Bentall Kennedy","Bentall Kennedy","Real Estate Investment Advisors
Property Management
Leasing
Development
and Build to Core","1,001-5,000 employees",https://www.linkedin.com/company/bentall-kennedy/,"2021-03-20 21:09:00"
324,"GW&K Investment Management","GW&K Investment Management","Equity and Fixed Income Investment Management and Servicing Institutions
Advisory and Private Clients","51-200 employees",https://www.linkedin.com/company/gw&k-investment-management/,"2021-03-20 21:10:00"
325,"The Logan Circle Group","The Logan Circle Group",NULL,"2-10 employees",https://www.linkedin.com/company/logancirclegroup/,"2021-03-20 21:10:00"
326,"Muzinich & Co","Muzinich & Co",NULL,"201-500 employees",https://www.linkedin.com/company/muzinich-&-co/,"2021-03-20 21:31:00"
327,VidaCaixa,VidaCaixa,"Seguros
Ahorro
JubilaciÃ³n
InversiÃ³n Socialmente Responsable
Seguros de vida
Planes de pensiones
Seguros de ahorro
Rentas vitalicias
Ahorro y previsiÃ³n para colectivos
Cobertura para sus empleados
and Finanzas","501-1,000 employees",https://www.linkedin.com/company/vidacaixa/,"2021-03-20 21:32:00"
328,"Quoniam Asset Management GmbH","Quoniam Asset Management GmbH","Equities
Fixed Income
Credit
Multi-asset
Asset management
Investment management
Multi factor
Factor investing
Multi factor strategies
ESG
ESGinvesting
SRI
Sustainable finance
Responsible investment
Quant
Quantitative finance
Quantitative asset management","51-200 employees",https://www.linkedin.com/company/quoniam-asset-management/,"2021-03-20 21:32:00"
329,Alcentra,Alcentra,NULL,"51-200 employees",https://www.linkedin.com/company/alcentra/,"2021-03-20 21:33:00"
330,Gothaer,Gothaer,"Sachversicherung
Krankenversicherung
Lebensversicherung
Direktversicherung
and IT","5,001-10,000 employees",https://www.linkedin.com/company/gothaer/,"2021-03-20 21:34:00"
331,"Mirabaud Group","Mirabaud Group","Wealth Management
Asset Management
and Securities","501-1,000 employees",https://www.linkedin.com/company/mirabaud-group/,"2021-03-20 21:34:00"
332,COMGEST,COMGEST,"Quality Growth Equity Management
Responsible Investing
Equities
GEM Equities
and European Equities","51-200 employees",https://www.linkedin.com/company/comgest/,"2021-03-20 21:35:00"
333,"Stone Harbor Investment Partners","Stone Harbor Investment Partners",NULL,"51-200 employees",https://www.linkedin.com/company/stone-harbor-investment-partners/,"2021-03-20 21:35:00"
334,AEW,AEW,"Separate Accounts
Comingled Funds
Retail Investor Funds
REITs
Real Estate Debt
and Club Deals","501-1,000 employees",https://www.linkedin.com/company/aew-global/,"2021-03-20 21:36:00"
335,"Intermediate Capital Group (ICG)","Intermediate Capital Group (ICG)","Asset management
Private debt
Leveraged credit
Minority equity
and Private equity","201-500 employees",https://www.linkedin.com/company/intermediate-capital-group/,"2021-03-20 21:37:00"
336,"Adams Street Partners","Adams Street Partners","Global Programs
US Fund of Funds
Non-US Fund of Funds
Secondary Investments
Venture Capital and Growth Equity
Customized Solutions
Buyout Co-Investments
and Private Credit","201-500 employees",https://www.linkedin.com/company/adams-street-partners/,"2021-03-20 21:38:00"
337,"Aegon Asset Management (formerly TKP Investments)","Aegon Asset Management (formerly TKP Investments)","Integral asset management
Multi-Manager Investing
Fiduciairy management
Modular service provision
Strategic advice
Socially Responsible Investing
and Long-Term Investing","1,001-5,000 employees",https://www.linkedin.com/company/tkp-investments/,"2021-03-20 21:38:00"
338,"HFT Investments","HFT Investments",NULL,"201-500 employees",https://www.linkedin.com/company/hft-investments/,"2021-03-20 21:39:00"
339,"Brandes Investment Partners","Brandes Investment Partners","Value Investing
Global Equities
Emerging Market Equities
International Equities
Fixed Income Investing
U.S. Value Equities
European Equities
Japan Equities
Asia ex-Japan Equities
Global Opportunities
and Global Equity Income","201-500 employees",https://www.linkedin.com/company/brandes-investment-partners/,"2021-03-20 21:39:00"
340,"DNCA Finance","DNCA Finance","Fund Management
European equities (â€œlong onlyâ€ and â€œabsolute returnâ€)
Convertibles bonds
Euro-zone bonds
and Balanced portfolios","51-200 employees",https://www.linkedin.com/company/dnca-finance/,"2021-03-20 21:40:00"
341,InsingerGilissen,InsingerGilissen,NULL,"201-500 employees",https://www.linkedin.com/company/insingergilissen/,"2021-03-20 21:41:00"
342,"Eagle Asset Management","Eagle Asset Management","Asset management and financial","51-200 employees",https://www.linkedin.com/company/eagle-asset-management/,"2021-03-20 21:41:00"
343,"Los Angeles Capital Management LLC","Los Angeles Capital Management LLC",NULL,"51-200 employees",https://www.linkedin.com/company/los-angeles-capital-management/,"2021-03-20 21:42:00"
344,"Beutel, Goodman & Company Ltd.","Beutel, Goodman & Company Ltd.","Institutional Investing
Value Investing
Active Investing
Portfolio Management
Canadian Equities
U.S. Equities
International Equities
Global Equities
Canadian Fixed Income
Balanced Strategies
Individual Investing
and Indigenous Investing Services","51-200 employees",https://www.linkedin.com/company/beutel-goodman/,"2021-03-20 21:42:00"
345,"Natixis Investment Managers","Natixis Investment Managers","Investment Management
Investment Strategy
Portfolio Construction
Active Management
Risk Management
Fixed Income
Equities
Alternatives
Retirement
Private Wealth
and Financial Services","201-500 employees",https://www.linkedin.com/company/natixis-investment-managers/,"2021-03-20 21:43:00"
346,"AGF Cross Channel Management","AGF Cross Channel Management","Marketing
Communication
Digital
Print Technology
Variable Data Marketing
Design
User Experience
Stampa
and Personalizzazione","11-50 employees",https://www.linkedin.com/company/agf-cross-channel-management/,"2021-03-20 21:43:00"
347,"Davis Advisors","Davis Advisors",NULL,"201-500 employees",https://www.linkedin.com/company/davis-advisors/,"2021-03-20 21:44:00"
348,"Genesis Asset Management","Genesis Asset Management",NULL,"2-10 employees",https://www.linkedin.com/company/genesisam/,"2021-03-20 21:45:00"
349,Natixis,Natixis,"Banque de Grande ClientÃ¨le
Epargne
Assurances
Gestion d'actifs
gestion de fortune
and paiements","10,001+ employees",https://www.linkedin.com/company/natixis/,"2021-03-20 21:45:00"
350,Nykredit,Nykredit,"financial services and finance","1,001-5,000 employees",https://www.linkedin.com/company/nykredit/,"2021-03-20 21:46:00"
351,Winton,Winton,"Investment Management
Quantitative Investing 
Systematic Investing
Big Data
Artificial Intelligence
Trend Following
Machine Learning
Technology
Asset Management
Data Science
and Scientific Method","201-500 employees",https://www.linkedin.com/company/winton/,"2021-03-20 21:46:00"
352,"KGAL GmbH & Co. KG (KGAL)","KGAL GmbH & Co. KG (KGAL)","Real Assets
Real Estate
Infrastructure
and Renewable Energies","201-500 employees",https://www.linkedin.com/company/kgal/,"2021-03-20 21:47:00"
353,"Banco Sabadell","Banco Sabadell",NULL,"10,001+ employees",https://www.linkedin.com/company/banco-sabadell/,"2021-03-20 21:50:00"
354,Unigestion,Unigestion,"Equity
Multi Asset Investing
Private Equity
and Alternatives","201-500 employees",https://www.linkedin.com/company/unigestion/,"2021-03-20 21:51:00"
